20,0,0,0,0,0
40,0,0,0,0,0
60,0,0,0,0,0
80,0,0,0,3,0
100,1,0,1,0,0
120,0,0,0,0,0
140,0,0,0,0,0
160,0,0,0,1,0
180,0,0,0,0,0
200,0,1,1,0,0
220,1,0,0,1,0
240,0,1,0,0,0
260,1,0,1,0,0
280,0,0,0,1,0
300,0,1,1,0,0
320,1,0,0,1,0
340,1,1,1,0,0
360,0,0,0,1,0
380,1,1,1,1,0
400,1,1,1,0,0
420,1,1,1,1,0
440,1,1,1,1,0
460,1,1,1,1,0
480,1,1,1,1,0
500,1,1,1,2,0
520,1,1,1,1,0
540,2,2,1,1,0
560,1,1,2,2,0
580,1,1,2,1,0
600,2,2,1,1,0
620,2,2,1,2,0
640,1,2,2,2,0
660,2,1,2,2,0
680,1,2,2,2,0
700,2,2,2,1,0
720,2,1,1,2,0
740,2,3,2,2,0
760,2,2,2,2,0
780,2,2,2,2,0
800,2,2,2,2,0
820,2,2,2,3,0
840,2,3,2,2,0
860,3,2,3,2,0
880,2,2,2,3,0
900,2,3,2,2,0
920,3,3,3,3,0
940,2,2,3,2,0
960,3,3,2,3,0
980,3,3,3,3,0
1000,2,2,3,3,0
1020,3,3,2,3,0
1040,3,3,3,3,0
1060,3,3,3,3,0
1080,3,3,3,3,0
1100,3,3,3,3,0
1120,3,3,3,3,0
1140,3,4,3,3,0
1160,3,3,4,3,0
1180,4,3,3,4,0
1200,3,4,3,3,0
1220,3,3,3,4,0
1240,4,3,3,3,0
1260,3,4,4,3,0
1280,4,4,4,4,0
1300,3,3,3,4,0
1320,4,4,4,4,0
1340,4,4,4,4,0
1360,4,4,4,4,0
1380,4,4,4,4,0
1400,4,4,3,4,0
1420,4,4,4,4,0
1440,4,5,5,4,0
1460,4,4,4,5,0
1480,4,4,4,4,0
1500,5,5,5,5,0
1520,4,4,4,4,0
1540,5,4,4,4,0
1560,4,5,5,5,0
1580,5,5,4,5,0
1600,4,5,5,4,0
1620,5,4,5,5,0
1640,5,5,5,5,0
1660,5,5,4,5,0
1680,4,5,5,5,0
1700,6,5,5,5,0
1720,4,5,5,5,0
1740,6,5,5,5,0
1760,5,6,5,5,0
1780,5,5,5,6,0
1800,5,5,6,5,0
1820,6,6,5,6,0
1840,5,5,5,5,0
1860,6,5,6,6,0
1880,5,6,5,6,0
1900,6,6,6,5,0
1920,5,5,5,6,0
1940,6,7,6,6,0
1960,6,5,6,6,0
1980,6,6,6,6,0
2000,6,6,6,6,0
2020,5,6,6,6,0
2040,6,7,5,6,0
2060,6,6,6,7,0
2080,7,6,7,6,0
2100,6,6,6,6,0
2120,6,7,6,7,0
2140,6,6,6,6,0
2160,7,7,6,7,0
2180,6,7,7,6,0
2200,7,7,7,7,0
2220,6,6,6,7,0
2240,7,7,7,7,0
2260,6,7,6,7,0
2280,7,7,7,6,0
2300,7,7,7,8,0
2320,7,7,7,7,1
2340,7,7,7,7,1
2360,7,7,7,7,1
2380,7,7,7,7,1
2400,7,8,7,8,1
2420,7,7,7,7,1
2440,7,7,7,7,1
2460,8,8,8,7,1
2480,7,7,7,8,1
2500,8,7,7,7,1
2520,7,8,8,8,1
2540,8,8,7,8,1
2560,7,7,8,7,1
2580,8,8,8,8,1
2600,7,8,7,8,1
2620,8,7,8,7,1
2640,8,8,8,8,1
2660,8,8,8,8,1
2680,8,8,7,8,1
2700,8,8,8,8,1
2720,8,8,8,8,1
2740,8,8,8,8,1
2760,8,8,8,9,1
2780,8,9,8,8,1
2800,8,8,8,8,1
2820,8,8,9,9,1
2840,8,8,8,8,1
2860,8,9,8,8,1
2880,9,8,8,8,1
2900,8,8,9,9,1
2920,9,9,8,8,1
2940,8,9,8,9,1
2960,9,8,9,8,1
2980,8,8,8,9,1
3000,9,9,9,9,1
3020,8,9,8,8,1
3040,9,8,9,9,1
3060,9,10,9,9,1
3080,8,8,8,8,1
3100,9,9,9,10,1
3120,9,9,9,9,1
3140,8,9,9,9,1
3160,9,9,8,8,1
3180,9,9,10,10,1
3200,9,9,8,8,1
3220,9,9,9,9,1
3240,9,9,9,9,1
3260,9,9,9,10,1
3280,9,9,9,8,1
3300,9,9,9,10,1
3320,9,9,9,9,1
3340,9,10,10,9,1
3360,9,9,8,9,1
3380,10,9,10,10,1
3400,9,9,9,9,1
3420,9,10,9,9,1
3440,9,9,9,9,1
3460,10,9,10,10,1
3480,9,10,9,10,1
3500,9,9,9,9,1
3520,10,10,10,9,1
3540,9,9,9,10,1
3560,9,10,10,9,1
3580,10,9,9,10,1
3600,10,10,9,9,1
3620,9,9,10,10,1
3640,9,10,9,10,1
3660,10,9,10,10,1
3680,10,10,10,9,1
3700,10,10,9,9,1
3720,9,10,10,10,1
3740,10,9,10,10,1
3760,9,10,9,10,1
3780,10,10,10,10,1
3800,10,10,10,10,1
3820,10,10,10,10,1
3840,10,9,9,9,1
3860,10,10,10,10,1
3880,9,10,10,10,1
3900,10,10,10,10,1
3920,10,10,10,10,1
3940,10,10,10,10,1
3960,10,10,9,10,1
3980,10,10,11,10,1
4000,10,10,10,10,1
4020,10,10,9,10,1
4040,10,10,10,10,1
4060,10,10,11,10,1
4080,10,10,10,10,1
4100,10,10,10,10,1
4120,10,10,10,11,1
4140,10,11,10,10,1
4160,10,10,10,10,1
4180,11,10,10,10,1
4200,10,10,10,10,2
4220,10,10,10,10,0
4240,6,6,7,6,0
4260,5,5,4,4,0
4280,4,4,6,4,0
4300,5,4,3,3,0
4320,3,3,6,3,0
4340,3,3,2,2,0
4360,4,2,6,3,0
4380,3,2,4,1,0
4400,3,2,6,3,0
4420,4,0,4,3,0
4440,4,0,6,3,0
4460,4,2,4,2,0
4480,4,2,4,3,0
4500,6,3,6,1,0
4520,5,2,4,4,0
4540,4,1,6,1,0
4560,5,1,5,0,0
4580,5,1,5,0,0
4600,5,0,5,2,0
4620,5,0,6,1,0
4640,6,0,5,1,0
4660,6,1,6,1,0
4680,5,2,5,3,0
4700,5,2,5,2,0
4720,5,1,3,1,0
4740,4,0,5,0,0
4760,5,0,4,1,0
4780,4,0,5,1,0
4800,4,1,4,1,0
4820,4,1,4,2,0
4840,4,3,3,2,0
4860,2,2,2,2,0
4880,2,2,2,2,0
4900,2,2,2,2,0
4920,1,1,2,2,0
4940,1,2,1,1,0
4960,1,0,0,1,0
4980,0,0,1,0,0
5000,1,1,0,0,0
5020,1,2,2,2,0
5040,2,1,2,2,0
5060,2,2,2,1,0
5080,0,0,1,0,0
5100,1,1,1,0,0
5120,1,1,1,1,0
5140,1,1,1,0,0
5160,1,1,1,1,0
5180,0,0,1,0,0
5200,0,0,0,0,0
5220,0,0,1,1,0
5240,0,0,0,0,0
5260,1,0,0,1,0
5280,0,0,0,0,0
5300,0,0,0,0,0
5320,0,0,0,1,0
5340,1,0,0,0,0
5360,0,0,0,0,0
5380,0,0,0,0,0
5400,0,0,0,0,0
5420,0,0,0,0,0
5440,0,0,0,0,0
5460,0,0,5,0,3
5480,0,0,0,0,0
5500,0,0,0,0,0
5520,0,0,0,0,0
5540,0,0,0,0,0
5560,0,0,5,0,0
5580,0,0,0,0,0
5600,0,0,0,0,0
5620,0,0,0,0,0
5640,0,0,0,0,0
5660,0,0,0,0,0
5680,0,0,0,0,0
5700,0,0,0,0,0
5720,0,0,0,0,0
5740,0,0,0,0,0
5760,0,0,0,0,0
5780,0,0,0,0,0
5800,0,0,0,0,0
5820,0,0,0,0,0
5840,0,0,0,0,0
5860,0,0,0,0,0
5880,0,0,0,0,0
5900,0,0,0,0,0
5920,0,0,0,0,0
5940,0,0,0,0,0
5960,0,0,0,0,0
5980,0,0,0,0,0
6000,0,0,0,0,0
6020,0,0,0,0,0
6040,0,0,0,0,0
6060,0,0,0,0,0
6080,0,0,0,0,0
6100,0,0,0,0,0
6120,0,0,0,0,0
6140,0,0,0,0,0
6160,0,0,0,0,0
6180,0,0,0,0,0
6200,0,0,0,0,0
6220,0,0,0,0,0
6240,0,0,0,0,0
6260,0,0,0,0,0
6280,0,0,0,0,0
6300,0,0,0,0,0
6320,0,0,0,0,0
6340,0,0,0,0,0
6360,0,0,0,0,0
6380,0,0,0,0,0
6400,0,0,0,0,0
6420,0,0,0,0,0
6440,0,0,0,0,0
6460,0,0,0,0,0
6480,0,0,0,0,0
6500,0,0,0,0,0
6520,0,0,0,0,0
6540,0,0,0,0,0
6560,0,0,0,0,0
6580,0,0,0,0,0
6600,0,0,0,0,0
6620,0,0,0,0,0
6640,0,0,0,0,0
6660,0,0,0,0,0
6680,0,0,0,0,0
6700,0,0,0,0,0
6720,0,0,0,0,0
6740,0,0,0,0,0
6760,0,0,0,0,0
6780,0,0,0,0,0
6800,0,0,0,0,0
6820,0,0,0,0,0
6840,0,0,0,0,0
6860,0,0,0,0,0
6880,0,0,0,0,0
6900,0,0,0,0,0
6920,0,0,0,0,0
6940,0,0,0,0,0
6960,0,0,0,0,0
6980,0,0,0,0,0
7000,0,0,0,0,0
7020,0,0,0,0,0
7040,0,0,0,0,0
7060,0,0,0,0,0
7080,0,0,0,0,0
7100,0,0,0,0,0
7120,0,0,0,0,0
7140,0,0,0,0,0
7160,0,0,0,0,0
7180,0,0,0,0,0
7200,0,0,0,0,0
7220,0,0,0,0,0
7240,0,0,0,0,0
7260,0,0,0,0,0
7280,0,0,0,0,0
7300,0,0,0,0,0
7320,0,0,0,0,0
7340,0,0,0,0,0
7360,0,0,0,0,0
7380,0,0,0,0,0
7400,0,0,0,0,0
7420,0,0,0,0,0
7440,0,0,0,0,0
7460,0,0,0,0,0
7480,0,0,0,0,0
7500,0,0,0,0,0
7520,0,0,0,0,0
7540,0,0,0,0,0
7560,0,0,0,0,0
7580,0,0,0,0,0
7600,0,0,0,0,0
7620,0,0,0,0,0
7640,0,0,0,0,0
7660,0,0,0,0,0
